word num,number,word,"factor 1 - positive (happy, fun, bright vs. sad, boring, dark)","factor 2 - ordinary (cheap, basic, common vs. expensive, fancy, rare)","factor 3 - put together (organized, proper, sane vs. chaotic, scandalous, crazy)","factor 4 - little (small, quiet, thin vs. large, loud, thick)","factor 5 - smooth (soft, chewy, rounded vs hard, crunchy, angular)","1 : [-small-, -large-]","2 : [-angular-, -rounded-]","3 : [-fast-, -slow-]","4 : [-bright-, -dark-]","5 : [-sophisticated-, -rugged-]","6 : [-short-term-, -long-term-]","7 : [-happy-, -sad-]","8 : [-masculine-, -feminine-]","9 : [-few-, -many-]","10 : [-low-tech-, -high-tech-]","11 : [-cheap-, -expensive-]","12 : [-colorful-, -monochrome-]","13 : [-sharp-, -blunt-]","14 : [-old-, -new-]","15 : [-emotional-, -logical-]","16 : [-angry-, -calm-]","17 : [-linear-, -circular-]","18 : [-loud-, -quiet-]","19 : [-bad-, -good-]","20 : [-friendly-, -hostile-]","21 : [-social-, -recusive-]","22 : [-industrial-, -domestic-]","23 : [-angelic-, -demonic-]","24 : [-organized-, -chaotic-]","25 : [-human-, -animal-]","26 : [-lewd-, -tasteful-]","27 : [-proper-, -scandalous-]","28 : [-healthy-, -sick-]","29 : [-near-, -far-]","30 : [-important-, -irrelevant-]","31 : [-dead-, -alive-]","32 : [-weird-, -normal-]"
W#52,52, gol,0.46,0.56,0.46,0.29,0.61,0.671,0.757,0.546,0.556,0.554,0.616,0.451,0.328,0.603,0.4,0.528,0.573,0.724,0.306,0.538,0.442,0.773,0.301,0.571,0.606,0.468,0.451,0.694,0.482,0.659,0.363,0.519,0.642,0.562,0.414,0.323,0.32
W#376," ""376"" ", jeroa,0.63,0.28,0.35,0.37,0.61,0.67,0.583,0.534,0.418,0.519,0.593,0.324,0.6,0.679,0.405,0.618,0.289,0.607,0.397,0.389,0.526,0.687,0.387,0.606,0.366,0.478,0.537,0.487,0.612,0.678,0.508,0.632,0.602,0.65,0.513,0.562,0.317
W#375," ""375"" ", banojo,0.68,0.52,0.26,0.26,0.61,0.65,0.769,0.544,0.381,0.659,0.472,0.259,0.222,0.726,0.263,0.382,0.421,0.65,0.273,0.377,0.392,0.752,0.146,0.523,0.232,0.382,0.687,0.656,0.789,0.763,0.44,0.656,0.579,0.617,0.688,0.479,0.283
W#413," ""413"" ", asump,0.36,0.66,0.48,0.44,0.61,0.5,0.653,0.655,0.563,0.625,0.175,0.745,0.289,0.583,0.342,0.373,0.643,0.72,0.434,0.607,0.407,0.607,0.597,0.37,0.651,0.739,0.406,0.698,0.48,0.667,0.353,0.554,0.729,0.464,0.475,0.366,0.366
W#339," ""339"" ", panja,0.71,0.47,0.36,0.39,0.61,0.551,0.654,0.37,0.288,0.581,0.411,0.328,0.589,0.773,0.366,0.45,0.263,0.439,0.449,0.422,0.555,0.658,0.408,0.504,0.278,0.352,0.619,0.472,0.62,0.854,0.5,0.533,0.584,0.513,0.513,0.537,0.347
W#367," ""367"" ", tasya,0.67,0.32,0.4,0.54,0.61,0.338,0.529,0.377,0.348,0.354,0.492,0.341,0.866,0.636,0.613,0.565,0.264,0.384,0.56,0.475,0.492,0.527,0.525,0.65,0.326,0.379,0.521,0.447,0.582,0.589,0.739,0.584,0.517,0.504,0.476,0.625,0.35
W#401," ""401"" ", goot,0.56,0.59,0.35,0.35,0.61,0.471,0.759,0.571,0.427,0.657,0.325,0.408,0.186,0.662,0.259,0.311,0.553,0.7,0.361,0.407,0.441,0.645,0.326,0.748,0.338,0.6,0.646,0.671,0.618,0.828,0.409,0.588,0.598,0.363,0.595,0.324,0.38
W#309," ""309"" ", jumopal,0.72,0.44,0.28,0.24,0.61,0.767,0.661,0.432,0.367,0.5,0.593,0.217,0.398,0.825,0.372,0.571,0.279,0.631,0.535,0.384,0.558,0.687,0.254,0.612,0.304,0.277,0.456,0.529,0.748,0.713,0.508,0.63,0.496,0.719,0.555,0.68,0.283
W#368," ""368"" ", fayap,0.64,0.47,0.25,0.37,0.61,0.541,0.527,0.279,0.378,0.564,0.33,0.336,0.636,0.647,0.398,0.446,0.361,0.394,0.444,0.415,0.388,0.578,0.311,0.427,0.448,0.453,0.486,0.57,0.802,0.714,0.327,0.714,0.636,0.77,0.692,0.493,0.229
W#564," ""564"" ", kaloolon,0.65,0.44,0.17,0.29,0.6,0.764,0.591,0.52,0.395,0.567,0.573,0.352,0.341,0.778,0.319,0.465,0.218,0.598,0.495,0.375,0.542,0.748,0.321,0.471,0.402,0.43,0.584,0.656,0.819,0.76,0.417,0.771,0.461,0.744,0.727,0.465,0.144
W#350," ""350"" ", sallen,0.23,0.58,0.53,0.7,0.6,0.309,0.578,0.768,0.73,0.532,0.419,0.794,0.626,0.372,0.347,0.377,0.783,0.578,0.226,0.288,0.632,0.512,0.803,0.243,0.62,0.656,0.529,0.711,0.47,0.545,0.402,0.581,0.796,0.658,0.594,0.237,0.542
W#119,119, sih,0.42,0.53,0.51,0.78,0.6,0.227,0.465,0.453,0.417,0.301,0.212,0.661,0.641,0.269,0.496,0.45,0.611,0.359,0.333,0.47,0.617,0.572,0.871,0.412,0.626,0.536,0.544,0.672,0.62,0.474,0.464,0.47,0.843,0.486,0.741,0.34,0.494
W#327," ""327"" ", pini,0.67,0.52,0.47,0.87,0.6,0.052,0.454,0.308,0.232,0.392,0.117,0.432,0.796,0.255,0.323,0.277,0.377,0.261,0.703,0.447,0.459,0.48,0.766,0.629,0.23,0.52,0.598,0.392,0.407,0.654,0.508,0.431,0.579,0.209,0.664,0.614,0.259
W#414," ""414"" ", werp,0.42,0.71,0.24,0.58,0.6,0.293,0.614,0.4,0.507,0.756,0.18,0.692,0.5,0.541,0.341,0.224,0.619,0.596,0.341,0.333,0.301,0.709,0.565,0.337,0.569,0.677,0.418,0.778,0.796,0.672,0.173,0.687,0.879,0.529,0.83,0.281,0.146
W#308," ""308"" ", palojum,0.51,0.38,0.37,0.28,0.6,0.735,0.644,0.663,0.473,0.488,0.645,0.467,0.4,0.761,0.385,0.556,0.331,0.619,0.344,0.56,0.659,0.713,0.333,0.417,0.442,0.496,0.454,0.564,0.65,0.677,0.526,0.549,0.672,0.62,0.643,0.395,0.441
W#566," ""566"" ", ybuwyn,0.46,0.34,0.23,0.46,0.6,0.564,0.545,0.598,0.43,0.691,0.537,0.656,0.617,0.584,0.506,0.538,0.524,0.697,0.511,0.299,0.5,0.605,0.571,0.507,0.444,0.657,0.569,0.654,0.819,0.644,0.373,0.685,0.643,0.585,0.689,0.353,0.201
W#409," ""409"" ", enfa,0.63,0.41,0.46,0.54,0.6,0.506,0.459,0.432,0.444,0.301,0.443,0.39,0.837,0.448,0.618,0.527,0.387,0.597,0.595,0.366,0.397,0.453,0.654,0.588,0.423,0.448,0.418,0.444,0.59,0.647,0.447,0.512,0.575,0.66,0.403,0.551,0.306
W#263," ""263"" ", hena,0.66,0.34,0.5,0.54,0.6,0.416,0.58,0.452,0.454,0.46,0.378,0.273,0.92,0.67,0.504,0.574,0.473,0.415,0.513,0.33,0.656,0.597,0.492,0.632,0.333,0.428,0.749,0.414,0.485,0.531,0.566,0.485,0.328,0.4,0.493,0.569,0.403
W#311," ""311"" ", laji,0.62,0.39,0.4,0.38,0.6,0.757,0.469,0.594,0.35,0.422,0.607,0.36,0.742,0.592,0.378,0.463,0.441,0.322,0.402,0.695,0.615,0.4,0.339,0.553,0.365,0.504,0.58,0.497,0.595,0.67,0.508,0.566,0.642,0.563,0.615,0.605,0.293
W#363," ""363"" ", yingo,0.84,0.49,0.3,0.56,0.6,0.308,0.6,0.36,0.186,0.605,0.314,0.132,0.443,0.723,0.413,0.391,0.236,0.547,0.682,0.493,0.631,0.631,0.367,0.679,0.274,0.41,0.569,0.608,0.672,0.661,0.459,0.68,0.519,0.5,0.546,0.686,0.223
W#115,115, shih,0.47,0.45,0.32,0.75,0.6,0.231,0.481,0.372,0.414,0.371,0.211,0.612,0.731,0.338,0.361,0.468,0.61,0.285,0.409,0.433,0.586,0.508,0.854,0.312,0.637,0.61,0.591,0.5,0.66,0.614,0.32,0.699,0.685,0.379,0.739,0.424,0.313
W#400," ""400"" ", bobot,0.54,0.64,0.32,0.36,0.6,0.456,0.758,0.602,0.443,0.647,0.325,0.426,0.268,0.688,0.481,0.368,0.587,0.726,0.437,0.558,0.589,0.676,0.366,0.443,0.392,0.604,0.331,0.788,0.625,0.558,0.376,0.59,0.59,0.594,0.769,0.436,0.276
W#366," ""366"" ", talya,0.68,0.33,0.45,0.56,0.6,0.557,0.459,0.433,0.269,0.269,0.54,0.362,0.933,0.664,0.512,0.632,0.289,0.464,0.557,0.383,0.715,0.605,0.617,0.676,0.246,0.376,0.647,0.267,0.408,0.424,0.721,0.556,0.367,0.644,0.5,0.722,0.36
W#145,145, yod,0.51,0.67,0.41,0.37,0.6,0.513,0.693,0.632,0.49,0.638,0.455,0.44,0.257,0.538,0.29,0.299,0.557,0.73,0.185,0.625,0.543,0.674,0.247,0.655,0.352,0.548,0.552,0.591,0.621,0.622,0.328,0.536,0.626,0.632,0.737,0.304,0.196
W#219,219, weveb,0.47,0.52,0.32,0.54,0.6,0.406,0.493,0.517,0.575,0.583,0.407,0.496,0.679,0.68,0.609,0.452,0.383,0.524,0.491,0.425,0.523,0.669,0.591,0.43,0.45,0.482,0.445,0.639,0.72,0.726,0.425,0.61,0.683,0.62,0.745,0.515,0.12
W#504," ""504"" ", sivvie,0.66,0.38,0.45,0.75,0.6,0.181,0.457,0.34,0.325,0.306,0.143,0.404,0.84,0.413,0.635,0.548,0.416,0.255,0.625,0.478,0.576,0.566,0.671,0.663,0.308,0.505,0.598,0.522,0.481,0.517,0.524,0.582,0.677,0.459,0.609,0.662,0.375
W#453," ""453"" ", alomem,0.4,0.37,0.58,0.48,0.6,0.539,0.55,0.72,0.494,0.3,0.571,0.614,0.471,0.715,0.526,0.715,0.627,0.646,0.297,0.49,0.714,0.543,0.534,0.529,0.351,0.607,0.492,0.438,0.437,0.587,0.575,0.385,0.585,0.635,0.507,0.57,0.413
W#226,226, tusop,0.43,0.47,0.4,0.44,0.6,0.398,0.547,0.479,0.477,0.476,0.32,0.579,0.321,0.621,0.398,0.431,0.457,0.495,0.39,0.605,0.474,0.656,0.427,0.483,0.49,0.649,0.415,0.621,0.664,0.661,0.622,0.514,0.614,0.458,0.634,0.302,0.384
W#330," ""330"" ", inop,0.41,0.6,0.4,0.62,0.6,0.253,0.618,0.582,0.489,0.522,0.23,0.652,0.396,0.361,0.432,0.281,0.68,0.556,0.45,0.592,0.51,0.557,0.649,0.323,0.541,0.719,0.41,0.62,0.612,0.696,0.354,0.532,0.737,0.416,0.68,0.308,0.329
W#30,30, duj,0.27,0.51,0.33,0.41,0.6,0.516,0.587,0.657,0.756,0.661,0.28,0.736,0.274,0.327,0.256,0.471,0.652,0.691,0.327,0.492,0.507,0.569,0.483,0.4,0.576,0.64,0.533,0.736,0.691,0.63,0.291,0.62,0.829,0.648,0.679,0.207,0.319
W#290," ""290"" ", pulto,0.42,0.42,0.4,0.49,0.6,0.34,0.721,0.574,0.649,0.54,0.485,0.585,0.23,0.594,0.545,0.445,0.56,0.646,0.317,0.648,0.479,0.697,0.512,0.542,0.484,0.632,0.486,0.595,0.638,0.707,0.389,0.5,0.672,0.672,0.482,0.333,0.348
W#335," ""335"" ", pawngo,0.52,0.57,0.29,0.43,0.6,0.425,0.628,0.573,0.492,0.657,0.462,0.526,0.324,0.605,0.287,0.308,0.349,0.655,0.325,0.369,0.456,0.695,0.379,0.517,0.426,0.449,0.582,0.68,0.725,0.834,0.483,0.693,0.628,0.683,0.707,0.521,0.142
W#403," ""403"" ", poce,0.48,0.46,0.62,0.65,0.6,0.224,0.647,0.647,0.5,0.309,0.356,0.556,0.583,0.44,0.466,0.5,0.609,0.554,0.462,0.606,0.736,0.755,0.669,0.565,0.458,0.468,0.623,0.4,0.387,0.659,0.558,0.315,0.693,0.438,0.494,0.346,0.474
W#440," ""440"" ", siln,0.41,0.46,0.55,0.87,0.6,0.155,0.446,0.609,0.452,0.341,0.244,0.747,0.635,0.24,0.586,0.5,0.682,0.394,0.537,0.554,0.705,0.52,0.872,0.387,0.728,0.671,0.405,0.625,0.322,0.688,0.333,0.575,0.722,0.453,0.671,0.347,0.337
W#108,108, shas,0.52,0.47,0.32,0.58,0.59,0.399,0.482,0.392,0.429,0.437,0.21,0.561,0.664,0.478,0.456,0.452,0.414,0.294,0.451,0.348,0.506,0.625,0.621,0.39,0.574,0.411,0.619,0.559,0.736,0.596,0.412,0.615,0.696,0.573,0.725,0.396,0.355
W#437," ""437"" ", culid,0.48,0.56,0.47,0.59,0.59,0.282,0.616,0.6,0.471,0.357,0.343,0.479,0.425,0.417,0.476,0.384,0.329,0.455,0.449,0.553,0.667,0.717,0.658,0.538,0.486,0.615,0.6,0.434,0.464,0.618,0.37,0.561,0.712,0.436,0.554,0.39,0.329
W#58,58, gug,0.28,0.71,0.19,0.28,0.59,0.688,0.673,0.71,0.808,0.854,0.233,0.687,0.175,0.591,0.139,0.223,0.669,0.899,0.104,0.352,0.352,0.756,0.372,0.403,0.547,0.724,0.434,0.815,0.818,0.714,0.191,0.785,0.908,0.487,0.808,0.174,0.197
W#416," ""416"" ", serp,0.38,0.52,0.4,0.66,0.59,0.333,0.53,0.39,0.565,0.5,0.166,0.698,0.422,0.468,0.43,0.353,0.606,0.227,0.358,0.532,0.424,0.7,0.662,0.324,0.647,0.561,0.533,0.75,0.645,0.753,0.431,0.534,0.84,0.446,0.578,0.3,0.277
W#15,15, chesh,0.62,0.46,0.36,0.55,0.59,0.365,0.51,0.333,0.401,0.39,0.215,0.277,0.425,0.587,0.426,0.483,0.41,0.492,0.534,0.533,0.52,0.583,0.625,0.592,0.393,0.353,0.549,0.476,0.678,0.603,0.509,0.594,0.575,0.426,0.676,0.456,0.381
W#161,161, efure,0.49,0.21,0.41,0.52,0.59,0.523,0.547,0.374,0.474,0.254,0.64,0.551,0.77,0.388,0.627,0.783,0.359,0.463,0.414,0.36,0.278,0.62,0.557,0.392,0.55,0.639,0.463,0.536,0.571,0.716,0.487,0.58,0.532,0.711,0.567,0.492,0.321
W#13,13, chah,0.66,0.52,0.31,0.46,0.59,0.415,0.545,0.297,0.34,0.576,0.202,0.303,0.585,0.55,0.383,0.449,0.465,0.35,0.466,0.327,0.603,0.669,0.42,0.574,0.438,0.333,0.614,0.507,0.789,0.656,0.436,0.611,0.575,0.596,0.773,0.522,0.34
W#337," ""337"" ", janu,0.63,0.43,0.47,0.49,0.59,0.479,0.5,0.457,0.42,0.451,0.389,0.333,0.609,0.588,0.392,0.526,0.437,0.469,0.61,0.441,0.607,0.579,0.525,0.559,0.254,0.528,0.595,0.435,0.475,0.627,0.591,0.492,0.57,0.415,0.521,0.538,0.438
W#536," ""536"" ", hoppler,0.79,0.59,0.24,0.39,0.59,0.444,0.688,0.375,0.222,0.691,0.319,0.152,0.308,0.753,0.41,0.328,0.311,0.69,0.473,0.41,0.356,0.697,0.198,0.641,0.308,0.253,0.588,0.49,0.797,0.7,0.417,0.659,0.42,0.578,0.662,0.767,0.229
W#92,92, pung,0.43,0.69,0.27,0.36,0.59,0.43,0.646,0.508,0.581,0.697,0.324,0.567,0.254,0.449,0.181,0.28,0.664,0.677,0.268,0.39,0.287,0.68,0.294,0.224,0.699,0.619,0.508,0.74,0.753,0.785,0.262,0.688,0.846,0.636,0.725,0.191,0.218
W#397," ""397"" ", jiji,0.84,0.43,0.24,0.55,0.59,0.17,0.436,0.144,0.228,0.662,0.193,0.113,0.756,0.67,0.481,0.521,0.279,0.324,0.635,0.342,0.487,0.484,0.336,0.662,0.211,0.261,0.655,0.6,0.741,0.684,0.418,0.74,0.511,0.364,0.782,0.64,0.24
W#168,168, fung,0.37,0.6,0.28,0.36,0.59,0.485,0.563,0.489,0.712,0.71,0.458,0.615,0.271,0.489,0.32,0.279,0.546,0.685,0.254,0.405,0.422,0.621,0.335,0.329,0.638,0.669,0.645,0.834,0.72,0.815,0.283,0.734,0.866,0.673,0.763,0.333,0.236
W#476," ""476"" ", malden-wim,0.41,0.33,0.34,0.55,0.59,0.532,0.505,0.5,0.569,0.325,0.531,0.606,0.625,0.651,0.474,0.651,0.64,0.628,0.346,0.372,0.486,0.633,0.577,0.398,0.505,0.59,0.554,0.6,0.69,0.506,0.424,0.571,0.674,0.646,0.686,0.337,0.212
W#44,44, fes,0.55,0.42,0.34,0.6,0.59,0.342,0.557,0.213,0.356,0.401,0.25,0.561,0.74,0.359,0.39,0.426,0.437,0.352,0.347,0.545,0.397,0.493,0.534,0.377,0.467,0.449,0.568,0.574,0.715,0.684,0.359,0.664,0.769,0.564,0.69,0.345,0.379
W#82,82, ngob,0.24,0.56,0.23,0.32,0.59,0.515,0.675,0.776,0.749,0.698,0.369,0.758,0.196,0.515,0.265,0.368,0.659,0.86,0.289,0.442,0.307,0.776,0.34,0.312,0.639,0.735,0.544,0.784,0.818,0.669,0.248,0.693,0.913,0.421,0.854,0.236,0.228
W#314," ""314"" ", fagubis,0.52,0.29,0.21,0.31,0.59,0.658,0.562,0.482,0.472,0.545,0.523,0.469,0.5,0.669,0.413,0.672,0.339,0.622,0.323,0.45,0.318,0.608,0.355,0.406,0.496,0.573,0.538,0.694,0.748,0.685,0.343,0.81,0.755,0.774,0.657,0.31,0.226
W#162,162, efuilt,0.57,0.29,0.42,0.5,0.58,0.471,0.497,0.384,0.336,0.348,0.525,0.496,0.628,0.519,0.592,0.74,0.361,0.526,0.392,0.397,0.429,0.478,0.592,0.327,0.575,0.54,0.422,0.53,0.527,0.624,0.475,0.565,0.688,0.744,0.635,0.518,0.316
W#117,117, shish,0.48,0.55,0.26,0.74,0.58,0.182,0.483,0.303,0.414,0.462,0.155,0.607,0.699,0.387,0.35,0.369,0.469,0.278,0.439,0.29,0.504,0.579,0.873,0.329,0.671,0.534,0.684,0.68,0.695,0.711,0.382,0.738,0.744,0.366,0.794,0.346,0.291
W#457," ""457"" ", rewa,0.62,0.38,0.44,0.51,0.58,0.437,0.605,0.437,0.361,0.5,0.313,0.353,0.745,0.522,0.411,0.536,0.341,0.414,0.636,0.532,0.512,0.631,0.481,0.506,0.372,0.529,0.541,0.465,0.629,0.672,0.47,0.413,0.507,0.513,0.608,0.515,0.332
W#292," ""292"" ", pango,0.71,0.54,0.36,0.37,0.58,0.495,0.631,0.505,0.318,0.516,0.378,0.337,0.297,0.687,0.309,0.378,0.243,0.646,0.421,0.374,0.448,0.768,0.252,0.539,0.309,0.295,0.587,0.52,0.693,0.829,0.672,0.482,0.5,0.574,0.6,0.467,0.35
W#227,227, aib,0.53,0.54,0.54,0.56,0.58,0.342,0.575,0.396,0.306,0.573,0.338,0.541,0.427,0.347,0.477,0.427,0.554,0.535,0.342,0.467,0.555,0.547,0.61,0.56,0.321,0.491,0.624,0.362,0.478,0.716,0.382,0.434,0.653,0.526,0.54,0.632,0.321
W#430," ""430"" ", bifog,0.35,0.51,0.26,0.33,0.58,0.717,0.583,0.7,0.697,0.616,0.395,0.632,0.284,0.558,0.419,0.427,0.58,0.684,0.258,0.476,0.4,0.696,0.526,0.302,0.539,0.701,0.423,0.748,0.769,0.8,0.327,0.678,0.827,0.703,0.727,0.284,0.248
W#128,128, theh,0.36,0.72,0.49,0.63,0.58,0.364,0.48,0.657,0.528,0.629,0.306,0.612,0.447,0.422,0.429,0.252,0.76,0.657,0.306,0.48,0.546,0.379,0.706,0.399,0.53,0.711,0.622,0.54,0.588,0.429,0.393,0.45,0.673,0.534,0.761,0.337,0.483
W#465," ""465"" ", hunoli,0.66,0.38,0.36,0.45,0.58,0.589,0.643,0.587,0.329,0.429,0.531,0.329,0.571,0.658,0.46,0.506,0.338,0.656,0.389,0.392,0.649,0.659,0.514,0.663,0.406,0.506,0.607,0.403,0.679,0.406,0.554,0.615,0.368,0.562,0.634,0.507,0.348
W#419," ""419"" ", fegul,0.37,0.51,0.32,0.54,0.58,0.306,0.493,0.554,0.696,0.647,0.393,0.63,0.667,0.256,0.321,0.298,0.444,0.625,0.196,0.56,0.322,0.573,0.44,0.344,0.675,0.702,0.595,0.761,0.681,0.792,0.365,0.667,0.823,0.652,0.675,0.242,0.246
W#233,233, hoy,0.8,0.57,0.38,0.33,0.58,0.643,0.72,0.317,0.201,0.675,0.34,0.197,0.301,0.606,0.457,0.442,0.435,0.467,0.477,0.35,0.466,0.627,0.195,0.676,0.231,0.221,0.642,0.417,0.651,0.454,0.381,0.657,0.455,0.509,0.481,0.741,0.495
W#235,235, juf,0.56,0.66,0.35,0.42,0.58,0.477,0.557,0.38,0.475,0.711,0.265,0.476,0.283,0.354,0.259,0.228,0.504,0.628,0.376,0.418,0.382,0.554,0.417,0.427,0.418,0.563,0.46,0.612,0.694,0.641,0.349,0.596,0.655,0.514,0.731,0.375,0.302
W#543," ""543"" ", noelind,0.36,0.49,0.47,0.68,0.58,0.306,0.605,0.671,0.487,0.407,0.453,0.669,0.476,0.4,0.386,0.432,0.675,0.688,0.605,0.522,0.66,0.374,0.689,0.482,0.398,0.715,0.517,0.388,0.505,0.679,0.359,0.481,0.596,0.42,0.709,0.344,0.512
W#107,107, shah,0.57,0.4,0.36,0.54,0.58,0.471,0.526,0.406,0.381,0.492,0.199,0.434,0.551,0.425,0.447,0.544,0.523,0.372,0.404,0.422,0.621,0.493,0.664,0.447,0.538,0.493,0.61,0.52,0.679,0.476,0.453,0.631,0.519,0.689,0.624,0.382,0.4
W#139,139, vuse,0.5,0.35,0.45,0.46,0.58,0.565,0.515,0.304,0.422,0.331,0.344,0.658,0.696,0.479,0.619,0.646,0.381,0.489,0.466,0.53,0.482,0.624,0.537,0.429,0.688,0.613,0.473,0.597,0.504,0.569,0.515,0.609,0.697,0.543,0.541,0.48,0.422
W#505," ""505"" ", pensie,0.6,0.44,0.41,0.74,0.58,0.21,0.476,0.55,0.279,0.359,0.324,0.47,0.575,0.32,0.381,0.525,0.484,0.387,0.467,0.364,0.559,0.4,0.726,0.434,0.404,0.639,0.637,0.452,0.457,0.568,0.471,0.628,0.6,0.424,0.606,0.434,0.279
W#158,158, doil,0.54,0.61,0.36,0.56,0.58,0.333,0.579,0.464,0.519,0.588,0.288,0.425,0.519,0.519,0.277,0.313,0.522,0.682,0.338,0.432,0.574,0.579,0.554,0.532,0.304,0.534,0.683,0.61,0.577,0.641,0.33,0.569,0.645,0.381,0.661,0.189,0.376
W#389," ""389"" ", rulb,0.42,0.56,0.38,0.32,0.58,0.545,0.832,0.683,0.455,0.718,0.385,0.675,0.252,0.54,0.249,0.347,0.635,0.803,0.22,0.57,0.414,0.857,0.343,0.279,0.614,0.691,0.345,0.758,0.696,0.786,0.339,0.615,0.681,0.478,0.716,0.381,0.262
W#328," ""328"" ", fini,0.64,0.37,0.59,0.82,0.58,0.163,0.458,0.225,0.35,0.311,0.313,0.353,0.845,0.306,0.585,0.579,0.514,0.266,0.477,0.517,0.641,0.314,0.779,0.717,0.245,0.592,0.467,0.329,0.234,0.57,0.631,0.331,0.512,0.509,0.448,0.304,0.385
W#56,56, gud,0.61,0.68,0.63,0.35,0.58,0.63,0.677,0.479,0.456,0.658,0.362,0.31,0.324,0.61,0.409,0.306,0.584,0.72,0.364,0.42,0.692,0.695,0.443,0.816,0.259,0.367,0.605,0.396,0.41,0.603,0.606,0.365,0.386,0.406,0.369,0.454,0.609
W#407," ""407"" ", infa,0.57,0.5,0.44,0.56,0.58,0.413,0.455,0.359,0.324,0.395,0.377,0.494,0.755,0.584,0.662,0.476,0.44,0.4,0.771,0.634,0.477,0.324,0.476,0.459,0.648,0.465,0.476,0.488,0.467,0.455,0.422,0.633,0.687,0.526,0.395,0.632,0.387
W#118,118, sif,0.39,0.54,0.5,0.75,0.58,0.206,0.44,0.331,0.454,0.353,0.18,0.727,0.572,0.248,0.446,0.376,0.68,0.288,0.389,0.508,0.441,0.514,0.812,0.357,0.591,0.587,0.529,0.687,0.469,0.589,0.317,0.486,0.779,0.517,0.613,0.363,0.397
W#542," ""542"" ", animepolis,0.73,0.33,0.32,0.4,0.58,0.588,0.536,0.315,0.341,0.317,0.545,0.259,0.634,0.863,0.717,0.697,0.333,0.409,0.671,0.381,0.43,0.636,0.37,0.632,0.425,0.344,0.467,0.426,0.683,0.724,0.486,0.629,0.57,0.604,0.519,0.681,0.207
W#91,91, pong,0.64,0.72,0.27,0.45,0.58,0.271,0.885,0.354,0.361,0.7,0.289,0.375,0.255,0.583,0.272,0.218,0.492,0.815,0.403,0.422,0.542,0.865,0.242,0.619,0.341,0.312,0.551,0.592,0.722,0.667,0.34,0.643,0.621,0.602,0.763,0.389,0.407
W#167,167, esud,0.34,0.38,0.39,0.55,0.57,0.497,0.558,0.559,0.608,0.473,0.362,0.755,0.418,0.45,0.452,0.55,0.599,0.603,0.324,0.486,0.438,0.648,0.628,0.484,0.664,0.602,0.469,0.603,0.627,0.618,0.345,0.598,0.744,0.545,0.596,0.323,0.333
W#18,18, chih,0.64,0.57,0.39,0.7,0.57,0.151,0.542,0.373,0.271,0.385,0.238,0.335,0.707,0.277,0.5,0.33,0.442,0.433,0.587,0.45,0.64,0.585,0.71,0.566,0.428,0.421,0.604,0.479,0.559,0.705,0.449,0.627,0.596,0.315,0.739,0.549,0.333
W#334," ""334"" ", pango,0.71,0.52,0.33,0.35,0.57,0.51,0.645,0.345,0.328,0.632,0.33,0.304,0.339,0.698,0.298,0.404,0.237,0.563,0.528,0.481,0.38,0.746,0.302,0.455,0.301,0.374,0.578,0.508,0.682,0.827,0.548,0.561,0.454,0.628,0.619,0.577,0.231
W#442," ""442"" ", feev,0.56,0.5,0.34,0.67,0.57,0.246,0.359,0.415,0.423,0.471,0.276,0.487,0.803,0.368,0.479,0.382,0.487,0.335,0.494,0.291,0.362,0.422,0.663,0.373,0.457,0.612,0.575,0.568,0.685,0.679,0.331,0.619,0.81,0.616,0.662,0.527,0.22
W#205,205, enejo,0.65,0.34,0.33,0.39,0.57,0.578,0.537,0.419,0.403,0.572,0.459,0.333,0.33,0.659,0.536,0.606,0.325,0.481,0.582,0.267,0.359,0.664,0.367,0.634,0.492,0.394,0.495,0.533,0.648,0.713,0.441,0.613,0.424,0.464,0.55,0.63,0.295
W#593," ""593"" ", alerrawia,0.65,0.2,0.31,0.39,0.57,0.656,0.385,0.5,0.303,0.429,0.673,0.38,0.848,0.716,0.619,0.747,0.315,0.381,0.432,0.461,0.383,0.518,0.322,0.488,0.553,0.49,0.488,0.449,0.605,0.784,0.544,0.686,0.74,0.719,0.677,0.649,0.176
W#352," ""352"" ", nashino,0.6,0.29,0.45,0.63,0.57,0.378,0.554,0.309,0.419,0.278,0.43,0.496,0.37,0.542,0.754,0.745,0.42,0.287,0.534,0.473,0.486,0.547,0.556,0.455,0.426,0.514,0.46,0.628,0.468,0.679,0.632,0.485,0.452,0.406,0.52,0.416,0.53
W#20,20, chish,0.66,0.51,0.29,0.65,0.57,0.172,0.542,0.254,0.245,0.44,0.157,0.299,0.684,0.325,0.407,0.351,0.347,0.353,0.622,0.26,0.49,0.684,0.659,0.423,0.404,0.417,0.713,0.474,0.674,0.632,0.495,0.703,0.696,0.372,0.781,0.482,0.184
W#483," ""483"" ", messij,0.55,0.47,0.27,0.45,0.57,0.482,0.548,0.402,0.548,0.543,0.4,0.463,0.326,0.781,0.493,0.552,0.384,0.466,0.5,0.413,0.382,0.525,0.481,0.312,0.494,0.521,0.577,0.5,0.777,0.566,0.5,0.736,0.755,0.54,0.42,0.464,0.297
